ItemID,ItemName
3828,Elixir of Detect Lesser Invisibility
3829,Frost Oil
3835,Green Iron Bracers
3836,Green Iron Helm
3837,Golden Scale Coif
3840,Green Iron Shoulders
3841,Golden Scale Shoulders
3842,Green Iron Leggings
3843,Golden Scale Leggings
3844,Green Iron Hauberk
3845,Golden Scale Cuirass
3846,Polished Steel Boots
3847,Golden Scale Boots
3848,Big Bronze Knife
3849,Hardened Iron Shortsword
3850,Jade Serpentblade
3851,Solid Iron Maul
3852,Golden Iron Destroyer
3853,Moonsteel Broadsword
3854,Frost Tiger Blade
3855,Massive Iron Axe
3856,Shadow Crescent Axe
3859,Steel Bar
3860,Mithril Bar
3928,Superior Healing Potion
4231,Cured Light Hide
4233,Cured Medium Hide
4236,Cured Heavy Hide
4237,Handstitched Leather Belt
4238,Linen Bag
4239,Embossed Leather Gloves
4240,Woolen Bag
4241,Green Woolen Bag
4242,Embossed Leather Pants
4243,Fine Leather Tunic
4244,Hillman's Leather Vest
4245,Small Silk Pack
4246,Fine Leather Belt
4247,Hillman's Leather Gloves
4248,Dark Leather Gloves
4249,Dark Leather Belt
4250,Hillman's Belt
4251,Hillman's Shoulders
4252,Dark Leather Shoulders
4253,Toughened Leather Gloves
4254,Barbaric Gloves
4255,Green Leather Armor
4256,Guardian Armor
4257,Green Leather Belt
4258,Guardian Belt
4259,Green Leather Bracers
4260,Guardian Leather Bracers
4262,Gem-Studded Leather Belt
4264,Barbaric Belt
4265,Heavy Armor Kit
4305,Bolt of Silk Cloth
4307,Heavy Linen Gloves
4308,Green Linen Bracers
4309,Handstitched Linen Britches
4310,Heavy Woolen Gloves
4311,Heavy Woolen Cloak
4312,Soft-Soled Linen Boots
4313,Red Woolen Boots
4314,Double-Stitched Woolen Shoulders
4315,Reinforced Woolen Shoulders
4316,Heavy Woolen Pants
4317,Phoenix Pants
4318,Gloves of Meditation
4319,Azure Silk Gloves
4320,Spidersilk Boots
4321,Spider Silk Slippers
4322,Enchanter's Cowl
4323,Shadow Hood
4324,Azure Silk Vest
4325,Boots of the Enchanter
4326,Long Silken Cloak
4327,Icy Cloak
4328,Spider Belt
4329,Star Belt
4330,Stylish Red Shirt
4331,Phoenix Gloves
4332,Bright Yellow Shirt
4333,Dark Silk Shirt
4334,Formal White Shirt
4335,Rich Purple Silk Shirt
4336,Black Swashbuckler's Shirt
4339,Bolt of Mageweave
4343,Brown Linen Pants
4344,Brown Linen Shirt
4357,Rough Blasting Powder
4358,Rough Dynamite
4359,Handful of Copper Bolts
4360,Rough Copper Bomb
4362,Rough Boomstick
4364,Coarse Blasting Powder
4365,Coarse Dynamite
4366,Target Dummy
4367,Small Seaforium Charge
4368,Flying Tiger Goggles
4369,Deadly Blunderbuss
4370,Large Copper Bomb
4372,Lovingly Crafted Boomstick
4373,Shadow Goggles
4374,Small Bronze Bomb
4375,Whirring Bronze Gizmo
4376,Flame Deflector
4377,Heavy Blasting Powder
4378,Heavy Dynamite
4379,Silver-Plated Shotgun
4380,Big Bronze Bomb
4381,Minor Recombobulator
4382,Bronze Framework
4383,Moonsight Rifle
4384,Explosive Sheep
4385,Green Tinted Goggles
4386,Ice Deflector
4387,Iron Strut
4388,Discombobulator Ray
4389,Gyrochronatom
4390,Iron Grenade
4391,Compact Harvest Reaper Kit
4392,Advanced Target Dummy
4393,Craftsman's Monocle
4394,Big Iron Bomb
4395,Goblin Land Mine
4396,Mechanical Dragonling
4397,Gnomish Cloaking Device
4398,Large Seaforium Charge
4401,Mechanical Squirrel Box
4403,Portable Bronze Mortar
4404,Silver Contact
4405,Crude Scope
4406,Standard Scope
4407,Accurate Scope
4419,Scroll of Intellect III
4422,Scroll of Stamina III
4424,Scroll of Spirit III
4425,Scroll of Agility III
4426,Scroll of Strength III
4455,Raptor Hide Harness
4456,Raptor Hide Belt
4457,Barbecued Buzzard Wing
4593,Bristle Whisker Catfish
4596,Discolored Healing Potion
4623,Lesser Stoneshield Potion
4852,Flash Bomb
5081,Kodo Hide Bag
5095,Rainbow Fin Albacore
5472,Kaldorei Spider Kabob
5473,Scorpid Surprise
5474,Roasted Kodo Meat
5476,Fillet of Frenzy
5477,Strider Stew
5478,Dig Rat Stew
5479,Crispy Lizard Tail
5480,Lean Venison
5507,Ornate Spyglass
5525,Boiled Clams
5526,Clam Chowder
5527,Goblin Deviled Clams
5540,Pearl-Handled Dagger
5541,Iridescent Hammer
5542,Pearl-Clasped Cloak
5631,Rage Potion
5633,Great Rage Potion
5634,Free Action Potion
5739,Barbaric Harness
5762,Red Linen Bag
5763,Red Woolen Bag
5764,Green Silk Pack
5765,Black Silk Pack
5766,Lesser Wizard's Robe
5770,Robes of Arcana
5780,Murloc Scale Belt
5781,Murloc Scale Breastplate
5782,Thick Murloc Armor
5783,Murloc Scale Bracers
5957,Handstitched Leather Vest
5958,Fine Leather Pants
5961,Dark Leather Pants
5962,Guardian Pants
5963,Barbaric Leggings
5964,Barbaric Shoulders
5965,Guardian Cloak
5966,Guardian Gloves
5996,Elixir of Water Breathing
5997,Elixir of Minor Defense
6037,Truesilver Bar
6038,Giant Clam Scorcho
6040,Golden Scale Bracers
6041,Steel Weapon Chain
6042,Iron Shield Spike
6043,Iron Counterweight
6048,Shadow Protection Potion
6049,Fire Protection Potion
6050,Frost Protection Potion
6051,Holy Protection Potion
6052,Nature Protection Potion
6149,Greater Mana Potion
6214,Heavy Copper Maul
6219,Arclight Spanner
6238,Brown Linen Robe
6239,Red Linen Vest
6240,Blue Linen Vest
6241,White Linen Robe
6242,Blue Linen Robe
6263,Blue Overalls
6264,Greater Adept's Robe
6290,Brilliant Smallfish
6316,Loch Frenzy Delight
6350,Rough Bronze Boots
6370,Blackmouth Oil
6371,Fire Oil
6372,Swim Speed Potion
6373,Elixir of Firepower
6384,Stylish Blue Shirt
6385,Stylish Green Shirt
6450,Silk Bandage
6451,Heavy Silk Bandage
6452,Anti-Venom
6453,Strong Anti-Venom
6466,Deviate Scale Cloak
6467,Deviate Scale Gloves
6468,Deviate Scale Belt
6533,Aquadynamic Fish Attractor
6657,Savory Deviate Delight
6662,Elixir of Giant Growth
6709,Moonglow Vest
6712,Clockwork Box
6714,Ez-Thro Dynamite
6731,Ironforge Breastplate
6786,Simple Dress
6787,White Woolen Dress
6795,White Swashbuckler's Shirt
6796,Red Swashbuckler's Shirt
6836,Dress Shoes
6887,Spotted Yellowtail
6888,Herb Baked Egg
6890,Smoked Bear Meat
7026,Linen Belt
7046,Azure Silk Pants
7047,Hands of Darkness
7048,Azure Silk Hood
7049,Truefaith Gloves
7050,Silk Headband
7051,Earthen Vest
7052,Azure Silk Belt
7053,Azure Silk Cloak
7055,Crimson Silk Belt
7056,Crimson Silk Cloak
7057,Green Silken Shoulders
7058,Crimson Silk Vest
7059,Crimson Silk Shoulders
7060,Azure Shoulders
7061,Earthen Silk Belt
7062,Crimson Silk Pantaloons
7063,Crimson Silk Robe
7064,Crimson Silk Gloves
7065,Green Silk Armor
7068,Elemental Fire
7071,Iron Buckle
7076,Essence of Earth
7078,Essence of Fire
7080,Essence of Water
7082,Essence of Air
7148,Goblin Jumper Cables
7166,Copper Dagger
7189,Goblin Rocket Boots
7191,Fused Wiring
7276,Handstitched Leather Cloak
7277,Handstitched Leather Bracers
7280,Rugged Leather Pants
7281,Light Leather Bracers
7282,Light Leather Pants
7283,Black Whelp Cloak
7284,Red Whelp Gloves
7285,Nimble Leather Gloves
7348,Fletcher's Gloves
7349,Herbalist's Gloves
7352,Earthen Leather Shoulders
7358,Pilferer's Gloves
7359,Heavy Earthen Gloves
7373,Dusky Leather Leggings
7374,Dusky Leather Armor
7375,Green Whelp Armor
7377,Frost Leather Cloak
7378,Dusky Bracers
7386,Green Whelp Bracers
7387,Dusky Belt
7390,Dusky Boots
7391,Swift Boots
7506,Gnomish Universal Remote
7676,Thistle Tea
7913,Barbaric Iron Shoulders
7915,Barbaric Iron Helm
7916,Barbaric Iron Boots
7917,Barbaric Iron Gloves
7918,Heavy Mithril Shoulder
7919,Heavy Mithril Gauntlet
7920,Mithril Scale Pants
7921,Heavy Mithril Pants
7922,Steel Plate Helm
7924,Mithril Scale Bracers
7926,Ornate Mithril Pants
7927,Ornate Mithril Gloves
7928,Ornate Mithril Shoulder
7929,Orcish War Leggings
7930,Heavy Mithril Breastplate
7931,Mithril Coif
7932,Mithril Scale Shoulders
7933,Heavy Mithril Boots
7934,Heavy Mithril Helm
7935,Ornate Mithril Breastplate
7936,Ornate Mithril Boots
7937,Ornate Mithril Helm
7938,Truesilver Gauntlets
7939,Truesilver Breastplate
7941,Heavy Mithril Axe
7942,Blue Glittering Axe
7943,Wicked Mithril Blade
7944,Dazzling Mithril Rapier
7945,Big Black Mace
7946,Runed Mithril Hammer
7947,Ebon Shiv
7954,The Shatterer
7955,Copper Claymore
7956,Bronze Warhammer
7957,Bronze Greatsword
7958,Bronze Battle Axe
7959,Blight
7960,Truesilver Champion
7961,Phantom Blade
7963,Steel Breastplate
7964,Solid Sharpening Stone
7965,Solid Weightstone
7966,Solid Grinding Stone
7967,Mithril Shield Spike
7969,Mithril Spurs
8172,Cured Thick Hide
8173,Thick Armor Kit
8174,Comfortable Leather Hat
8175,Nightscape Tunic
8176,Nightscape Headband
8185,Turtle Scale Leggings
8187,Turtle Scale Gloves
8189,Turtle Scale Breastplate
8191,Turtle Scale Helm
8192,Nightscape Shoulders
8193,Nightscape Pants
8197,Nightscape Boots
8198,Turtle Scale Bracers
8200,Big Voodoo Robe
8201,Big Voodoo Mask
8202,Big Voodoo Pants
8203,Tough Scorpid Breastplate
8204,Tough Scorpid Gloves
8205,Tough Scorpid Bracers
8206,Tough Scorpid Leggings
8207,Tough Scorpid Shoulders
8208,Tough Scorpid Helm
8209,Tough Scorpid Boots
8210,Wild Leather Shoulders
8211,Wild Leather Vest
8212,Wild Leather Leggings
8213,Wild Leather Boots
8214,Wild Leather Helmet
8215,Wild Leather Cloak
8216,Big Voodoo Cloak
8345,Wolfshead Helm
8346,Gauntlets of the Sea
8347,Dragonscale Gauntlets
8348,Helm of Fire
8349,Feathered Breastplate
8364,Mithril Head Trout
8367,Dragonscale Breastplate
8544,Mageweave Bandage
8545,Heavy Mageweave Bandage
8827,Elixir of Water Walking
8949,Elixir of Agility
8951,Elixir of Greater Defense
8956,Oil of Immolation
9030,Restorative Potion
9060,Inlaid Mithril Cylinder
9061,Goblin Rocket Fuel
9088,Gift of Arthas
9144,Wildvine Potion
9154,Elixir of Detect Undead
9155,Arcane Elixir
9172,Invisibility Potion
9179,Elixir of Greater Intellect
9187,Elixir of Greater Agility
9197,Elixir of Dream Vision
9206,Elixir of Giants
9210,Ghost Dye
9224,Elixir of Demonslaying
9233,Elixir of Detect Demon
9264,Elixir of Shadow Power
9312,Blue Firework
9313,Green Firework
9318,Red Firework
9366,Golden Scale Gauntlets
9718,Reforged Blade of Heroes
9998,Black Mageweave Vest
9999,Black Mageweave Leggings
10001,Black Mageweave Robe
10002,Shadoweave Pants
10003,Black Mageweave Gloves
10004,Shadoweave Robe
10007,Red Mageweave Vest
10008,White Bandit Mask
10009,Red Mageweave Pants
10018,Red Mageweave Gloves
10019,Dreamweave Gloves
10021,Dreamweave Vest
10023,Shadoweave Gloves
10024,Black Mageweave Headband
10025,Shadoweave Mask
10026,Black Mageweave Boots
10027,Black Mageweave Shoulders
10028,Shadoweave Shoulders
10029,Red Mageweave Shoulders
10030,Admiral's Hat
10031,Shadoweave Boots
10033,Red Mageweave Headband
10034,Tuxedo Shirt
10035,Tuxedo Pants
10036,Tuxedo Jacket
10040,White Wedding Dress
10041,Dreamweave Circlet
10042,Cindercloth Robe
10044,Cindercloth Boots
10045,Simple Linen Pants
10046,Simple Linen Boots
10047,Simple Kilt
10048,Colorful Kilt
10050,Mageweave Bag
10051,Red Mageweave Bag
10052,Orange Martial Shirt
10053,Simple Black Dress
10054,Lavender Mageweave Shirt
10055,Pink Mageweave Shirt
10056,Orange Mageweave Shirt
10306,Scroll of Spirit IV
10307,Scroll of Stamina IV
10308,Scroll of Intellect IV
10309,Scroll of Agility IV
10310,Scroll of Strength IV
10421,Rough Copper Vest
10423,Silvered Bronze Leggings
10498,Gyromatic Micro-Adjustor
10499,Bright-Eye Goggles
10500,Fire Goggles
10501,Catseye Ultra Goggles
10502,Spellpower Goggles Xtreme
10503,Rose Colored Goggles
10504,Green Lens
10505,Solid Blasting Powder
10506,Deepdive Helmet
10507,Solid Dynamite
10508,Mithril Blunderbuss
10510,Mithril Heavy-Bore Rifle
10514,Mithril Frag Bomb
10518,Parachute Cloak
10546,Deadly Scope
10548,Sniper Scope
10558,Gold Power Core
10559,Mithril Tube
10560,Unstable Trigger
10561,Mithril Casing
10562,Hi-Explosive Bomb
10576,Mithril Mechanical Dragonling
10577,Goblin Mortar
10586,The Big One
10588,Goblin Rocket Helmet
10592,Catseye Elixir
10644,Recipe: Goblin Rocket Fuel
10646,Goblin Sapper Charge
10713,Plans: Inlaid Mithril Cylinder
10716,Gnomish Shrink Ray
10720,Gnomish Net-o-Matic Projector
10721,Gnomish Harm Prevention Belt
10724,Gnomish Rocket Boots
10726,Gnomish Mind Control Cap
10841,Goldthorn Tea
11287,Lesser Magic Wand
11288,Greater Magic Wand
11289,Lesser Mystic Wand
11290,Greater Mystic Wand
11371,Dark Iron Bar
11590,Mechanical Repair Kit
11605,Dark Iron Shoulders
11606,Dark Iron Mail
11607,Dark Iron Sunderer
11608,Dark Iron Pulverizer
11825,Pet Bombling
11826,Lil' Smoky
12190,Dreamless Sleep Potion
12209,Lean Wolf Steak
12210,Roast Raptor
12212,Jungle Stew
12213,Carrion Surprise
12214,Mystery Stew
12215,Heavy Kodo Stew
12216,Spiced Chili Crab
12217,Dragonbreath Chili
12218,Monster Omelet
12224,Crispy Bat Wing
12259,Glinting Steel Dagger
12260,Searing Golden Blade
12359,Thorium Bar
12360,Arcanite Bar
12404,Dense Sharpening Stone
12405,Thorium Armor
12406,Thorium Belt
12408,Thorium Bracers
12409,Thorium Boots
12410,Thorium Helm
12414,Thorium Leggings
12415,Radiant Breastplate
12416,Radiant Belt
12417,Radiant Circlet
12418,Radiant Gloves
12419,Radiant Boots
12420,Radiant Leggings
12422,Imperial Plate Chest
12424,Imperial Plate Belt
12425,Imperial Plate Bracers
12426,Imperial Plate Boots
12427,Imperial Plate Helm
12428,Imperial Plate Shoulders
12429,Imperial Plate Leggings
12610,Runic Plate Shoulders
12611,Runic Plate Boots
12612,Runic Plate Helm
12613,Runic Breastplate
12614,Runic Plate Leggings
12618,Enchanted Thorium Breastplate
12619,Enchanted Thorium Leggings
12620,Enchanted Thorium Helm
12624,Wildthorn Mail
12625,Dawnbringer Shoulders
12628,Demon Forged Breastplate
12631,Fiery Plate Gauntlets
12632,Storm Gauntlets
12633,Whitesoul Helm
12636,Helm of the Great Chief
12639,Stronghold Gauntlets
12640,Lionheart Helm
12641,Invulnerable Mail
12643,Dense Weightstone
12644,Dense Grinding Stone
12645,Thorium Shield Spike
12655,Enchanted Thorium Bar
12774,Dawn's Edge
12775,Huge Thorium Battleaxe
12776,Enchanted Battlehammer
12777,Blazing Rapier
12781,Serenity
12783,Heartseeker
12784,Arcanite Reaper
12790,Arcanite Champion
12792,Volcanic Hammer
12794,Masterwork Stormhammer
12796,Hammer of the Titans
12797,Frostguard
12798,Annihilator
12803,Living Essence
12808,Essence of Undeath
12810,Enchanted Leather
13423,Stonescale Oil
13442,Mighty Rage Potion
13443,Superior Mana Potion
13444,Major Mana Potion
13445,Elixir of Superior Defense
13446,Major Healing Potion
13447,Elixir of the Sages
13452,Elixir of the Mongoose
13453,Elixir of Brute Force
13454,Greater Arcane Elixir
13455,Greater Stoneshield Potion
13456,Greater Frost Protection Potion
13457,Greater Fire Protection Potion
13458,Greater Nature Protection Potion
13459,Greater Shadow Protection Potion
13460,Greater Holy Protection Potion
13461,Greater Arcane Protection Potion
13462,Purification Potion
13506,Potion of Petrification
13510,Flask of the Titans
13511,Flask of Distilled Wisdom
13512,Flask of Supreme Power
13851,Hot Wolf Ribs
13856,Runecloth Belt
13857,Runecloth Tunic
13858,Runecloth Robe
13860,Runecloth Cloak
13863,Runecloth Gloves
13864,Runecloth Boots
13865,Runecloth Pants
13866,Runecloth Headband
13867,Runecloth Shoulders
13868,Frostweave Robe
13869,Frostweave Tunic
13870,Frostweave Gloves
13871,Frostweave Pants
13927,Cooked Glossy Mightfish
13928,Grilled Squid
13929,Hot Smoked Bass
13930,Filet of Redgill
13931,Nightfin Soup
13932,Poached Sunscale Salmon
13933,Lobster Stew
13934,Mightfish Steak
13935,Baked Salmon
14042,Cindercloth Vest
14043,Cindercloth Gloves
14044,Cindercloth Cloak
14045,Cindercloth Pants
14046,Runecloth Bag
14048,Bolt of Runecloth
14100,Brightcloth Robe
14101,Brightcloth Gloves
14103,Brightcloth Cloak
14104,Brightcloth Pants
14106,Felcloth Robe
14107,Felcloth Pants
14108,Felcloth Boots
14111,Felcloth Hood
14112,Felcloth Shoulders
14128,Wizardweave Robe
14130,Wizardweave Turban
14132,Wizardweave Leggings
14134,Cloak of Fire
14136,Robe of Winter Night
14137,Mooncloth Leggings
14138,Mooncloth Vest
14139,Mooncloth Shoulders
14140,Mooncloth Circlet
14141,Ghostweave Vest
14142,Ghostweave Gloves
14143,Ghostweave Belt
14144,Ghostweave Pants
14146,Gloves of Spell Mastery
14155,Mooncloth Bag
14156,Bottomless Bag
14342,Mooncloth
14529,Runecloth Bandage
14530,Heavy Runecloth Bandage
15045,Green Dragonscale Breastplate
15046,Green Dragonscale Leggings
15047,Red Dragonscale Breastplate
15048,Blue Dragonscale Breastplate
15049,Blue Dragonscale Shoulders
15050,Black Dragonscale Breastplate
15051,Black Dragonscale Shoulders
15052,Black Dragonscale Leggings
15053,Volcanic Breastplate
15054,Volcanic Leggings
15055,Volcanic Shoulders
15056,Stormshroud Armor
15057,Stormshroud Pants
15058,Stormshroud Shoulders
15059,Living Breastplate
15060,Living Leggings
15061,Living Shoulders
15062,Devilsaur Leggings
15063,Devilsaur Gauntlets
15064,Warbear Harness
15065,Warbear Woolies
15066,Ironfeather Breastplate
15067,Ironfeather Shoulders
15068,Frostsaber Tunic
15069,Frostsaber Leggings
15070,Frostsaber Gloves
15071,Frostsaber Boots
15072,Chimeric Leggings
15073,Chimeric Boots
15074,Chimeric Gloves
15075,Chimeric Vest
15076,Heavy Scorpid Vest
15077,Heavy Scorpid Bracers
15078,Heavy Scorpid Gauntlets
15079,Heavy Scorpid Leggings
15080,Heavy Scorpid Helm
15081,Heavy Scorpid Shoulders
15082,Heavy Scorpid Belt
15083,Wicked Leather Gauntlets
15084,Wicked Leather Bracers
15085,Wicked Leather Armor
15086,Wicked Leather Headband
15087,Wicked Leather Pants
15088,Wicked Leather Belt
15090,Runic Leather Armor
15091,Runic Leather Gauntlets
15092,Runic Leather Bracers
15093,Runic Leather Belt
15094,Runic Leather Headband
15095,Runic Leather Pants
15096,Runic Leather Shoulders
15138,Onyxia Scale Cloak
15407,Cured Rugged Hide
15564,Rugged Armor Kit
15802,Mooncloth Boots
15869,Silver Skeleton Key
15870,Golden Skeleton Key
15871,Truesilver Skeleton Key
15872,Arcanite Skeleton Key
15992,Dense Blasting Powder
15993,Thorium Grenade
15994,Thorium Widget
15995,Thorium Rifle
15996,Lifelike Mechanical Toad
15999,Spellpower Goggles Xtreme Plus
16000,Thorium Tube
16004,Dark Iron Rifle
16005,Dark Iron Bomb
16006,Delicate Arcanite Converter
16007,Flawless Arcanite Rifle
16008,Master Engineer's Goggles
16009,Voice Amplification Modulator
16022,Arcanite Dragonling
16023,Masterwork Target Dummy
16040,Arcane Bomb
16766,Undermine Clam Chowder
16979,Flarecore Gloves
16980,Flarecore Mantle
16982,Corehound Boots
16983,Molten Helm
16984,Black Dragonscale Boots
16988,Fiery Chain Shoulders
16989,Fiery Chain Girdle
17013,Dark Iron Leggings
17014,Dark Iron Bracers
17015,Dark Iron Reaver
17016,Dark Iron Destroyer
17193,Sulfuron Hammer
17197,Gingerbread Cookie
17198,Winter Veil Egg Nog
17222,Spider Sausage
17704,Edge of Winter
17708,Elixir of Frost Power
17716,Snowmaster 9000
17721,Gloves of the Greatfather
17723,Green Holiday Shirt
17771,Enchanted Elementium Bar
18045,Tender Wolf Steak
18168,Force Reactive Disk
18232,Field Repair Bot 74A
18238,Shadowskin Gloves
18251,Core Armor Kit
18253,Major Rejuvenation Potion
18254,Runn Tum Tuber Surprise
18258,Gordok Ogre Suit
18262,Elemental Sharpening Stone
18263,Flarecore Wraps
18282,Core Marksman Rifle
18283,Biznicks 247x128 Accurascope
18294,Elixir of Greater Water Breathing
18405,Belt of the Archmage
18407,Felcloth Gloves
18408,Inferno Gloves
18409,Mooncloth Gloves
18413,Cloak of Warding
18486,Mooncloth Robe
18504,Girdle of Insight
18506,Mongoose Boots
18508,Swift Flight Bracers
18509,Chromatic Cloak
18510,Hide of the Wild
18511,Shifting Cloak
18587,Goblin Jumper Cables XL
18588,Ez-Thro Dynamite II
18594,Powerful Seaforium Charge
18631,Truesilver Transformer
18634,Gyrofreeze Ice Reflector
18637,Major Recombobulator
18638,Hyper-Radiant Flame Reflector
18639,Ultra-Flash Shadow Reflector
18641,Dense Dynamite
18645,Gnomish Alarm-o-Bot
18660,World Enlarger
18662,Heavy Leather Ball
18948,Barbaric Bracers
18984,Dimensional Ripper - Everlook
18986,Ultrasafe Transporter: Gadgetzan
19026,Snake Burst Firework
19043,Heavy Timbermaw Belt
19044,Might of the Timbermaw
19047,Wisdom of the Timbermaw
19048,Heavy Timbermaw Boots
19049,Timbermaw Brawlers
19050,Mantle of the Timbermaw
19051,Girdle of the Dawn
19052,Dawn Treaders
19056,Argent Boots
19057,Gloves of the Dawn
19058,Golden Mantle of the Dawn
19059,Argent Shoulders
19148,Dark Iron Helm
19149,Lava Belt
19156,Flarecore Robe
19157,Chromatic Gauntlets
19162,Corehound Belt
19163,Molten Belt
19164,Dark Iron Gauntlets
19165,Flarecore Leggings
19166,Black Amnesty
19167,Blackfury
19168,Blackguard
19169,Nightfall
19170,Ebon Hand
19227,Ace of Beasts
19228,Beasts Deck
19230,Two of Beasts
19231,Three of Beasts
19232,Four of Beasts
19233,Five of Beasts
19234,Six of Beasts
19235,Seven of Beasts
19236,Eight of Beasts
19257,Warlords Deck
19258,Ace of Warlords
19259,Two of Warlords
19260,Three of Warlords
19261,Four of Warlords
19262,Five of Warlords
19263,Six of Warlords
19264,Seven of Warlords
19265,Eight of Warlords
19267,Elementals Deck
19268,Ace of Elementals
19269,Two of Elementals
19270,Three of Elementals
19271,Four of Elementals
19272,Five of Elementals
19273,Six of Elementals
19274,Seven of Elementals
19275,Eight of Elementals
19276,Ace of Portals
19277,Portals Deck
19278,Two of Portals
19279,Three of Portals
19280,Four of Portals
19281,Five of Portals
19282,Six of Portals
19283,Seven of Portals
19284,Eight of Portals
19287,Darkmoon Card: Heroism
19288,Darkmoon Card: Blue Dragon
19289,Darkmoon Card: Maelstrom
19290,Darkmoon Card: Twisting Nether
19440,Powerful Anti-Venom
19682,Bloodvine Vest
19683,Bloodvine Leggings
19684,Bloodvine Boots
19685,Primal Batskin Jerkin
19686,Primal Batskin Gloves
19687,Primal Batskin Bracers
19688,Blood Tiger Breastplate
19689,Blood Tiger Shoulders
19690,Bloodsoul Breastplate
19691,Bloodsoul Shoulders
19692,Bloodsoul Gauntlets
19693,Darksoul Breastplate
19694,Darksoul Leggings
19695,Darksoul Shoulders
19931,Gurubashi Mojo Madness
19998,Bloodvine Lens
19999,Bloodvine Goggles
20002,Greater Dreamless Sleep Potion
20004,Mighty Troll's Blood Elixir
20007,Mageblood Elixir
20008,Living Action Potion
20039,Dark Iron Boots
20074,Heavy Crocolisk Stew
20295,Blue Dragonscale Leggings
20296,Green Dragonscale Gauntlets
20380,Dreamscale Breastplate
