ItemID,CreatedBySpell,Mat1,Mat1Qty,Mat2,Mat2Qty,Mat3,Mat3Qty,Mat4,Mat4Qty,Mat5,Mat5Qty,Mat6,Mat6Qty,Mat7,Mat7Qty,Mat8,Mat8Qty
2685,2548,2677,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,2546,2677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,2657,2770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,2659,2840,1,3576,1,0,0,0,0,0,0,0,0,0,0,0,0
2842,2658,2775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,2737,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2845,2738,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2847,2739,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2848,2740,2841,6,2880,4,2319,1,0,0,0,0,0,0,0,0,0,0
2849,2741,2841,7,2880,4,2319,1,0,0,0,0,0,0,0,0,0,0
2850,2742,2841,5,2880,4,2319,2,0,0,0,0,0,0,0,0,0,0
2851,2661,2840,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,2662,2840,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,2663,2840,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,2664,2840,10,3470,3,0,0,0,0,0,0,0,0,0,0,0,0
2857,2666,2840,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,2660,2835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,2665,2836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,2667,2840,12,1210,1,3470,2,0,0,0,0,0,0,0,0,0,0
2865,2668,2841,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,2670,2841,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,2672,2841,5,3478,2,0,0,0,0,0,0,0,0,0,0,0,0
2869,2673,2841,10,2842,2,3478,2,0,0,0,0,0,0,0,0,0,0
2870,2675,2841,20,1206,2,1705,2,5500,2,2842,4,0,0,0,0,0,0
2871,2674,2838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,2795,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,2963,2589,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,2964,2592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,58472,39354,1,39469,1,0,0,0,0,0,0,0,0,0,0,0,0
3220,3371,3173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,3115,2835,1,2589,1,0,0,0,0,0,0,0,0,0,0,0,0
3240,3116,2836,1,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
3241,3117,2838,1,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
3382,3170,2447,1,2449,2,3371,1,0,0,0,0,0,0,0,0,0,0
3383,3171,785,1,2450,2,3371,1,0,0,0,0,0,0,0,0,0,0
3385,3173,785,1,3820,1,3371,1,0,0,0,0,0,0,0,0,0,0
3386,3174,1288,1,2453,1,3371,1,0,0,0,0,0,0,0,0,0,0
3387,3175,8839,2,8845,1,3371,1,0,0,0,0,0,0,0,0,0,0
3388,3176,2453,2,2450,2,3371,1,0,0,0,0,0,0,0,0,0,0
3389,3177,3355,1,3820,1,3371,1,0,0,0,0,0,0,0,0,0,0
3390,2333,3355,1,2452,1,3371,1,0,0,0,0,0,0,0,0,0,0
3391,3188,2449,1,3356,1,3371,1,0,0,0,0,0,0,0,0,0,0
3469,3319,2840,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,3320,2835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,3321,2840,8,3470,2,0,0,0,0,0,0,0,0,0,0,0,0
3472,3323,2840,8,3470,2,0,0,0,0,0,0,0,0,0,0,0,0
3473,3324,2840,8,2321,2,3470,3,0,0,0,0,0,0,0,0,0,0
3474,3325,2840,8,818,1,774,1,0,0,0,0,0,0,0,0,0,0
3478,3326,2836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,3328,2841,5,3478,1,0,0,0,0,0,0,0,0,0,0,0,0
3481,3330,2841,8,2842,2,3478,2,0,0,0,0,0,0,0,0,0,0
3482,3331,2841,6,2842,1,3478,2,0,0,0,0,0,0,0,0,0,0
3483,3333,2841,8,2842,1,3478,2,0,0,0,0,0,0,0,0,0,0
3484,3334,3575,6,3478,2,2605,1,0,0,0,0,0,0,0,0,0,0
3485,3336,3575,4,5498,2,3478,2,2605,1,0,0,0,0,0,0,0,0
3486,3337,2838,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,3292,2840,14,2880,2,818,2,2319,2,0,0,0,0,0,0,0,0
3488,3293,2840,12,2880,2,774,2,3470,2,2318,2,0,0,0,0,0,0
3489,3294,2840,10,2880,2,2842,2,3470,2,2318,2,0,0,0,0,0,0
3490,3295,2841,4,3466,1,2459,1,1210,2,3478,2,2319,2,0,0,0,0
3491,3296,2841,8,3466,1,1206,1,1210,1,3478,2,2319,2,0,0,0,0
3492,3297,3575,6,3466,2,3391,1,1705,2,3478,2,2319,2,0,0,0,0
3530,3277,2592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,3278,2592,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,3307,2772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,3304,2771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,3308,2776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,3370,2924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,3372,1468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,3373,3667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,3376,3685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,3377,2251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,3760,4234,5,2321,2,0,0,0,0,0,0,0,0,0,0,0,0
3726,3397,3730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,3398,3731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,3399,3731,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,3400,3712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,3448,3818,1,3355,1,3371,1,0,0,0,0,0,0,0,0,0,0
3824,3449,3369,2,3371,1,0,0,0,0,0,0,0,0,0,0,0,0
3825,3450,3355,1,3821,1,3371,1,0,0,0,0,0,0,0,0,0,0
3826,3451,3357,1,2453,1,3371,1,0,0,0,0,0,0,0,0,0,0
3827,3452,3820,1,3356,1,3371,1,0,0,0,0,0,0,0,0,0,0
3828,3453,3358,1,3818,1,3371,1,0,0,0,0,0,0,0,0,0,0
3829,3454,3358,4,3819,2,3371,1,0,0,0,0,0,0,0,0,0,0
3835,3501,3575,6,2605,1,0,0,0,0,0,0,0,0,0,0,0,0
3836,3502,3575,12,3864,1,2605,1,0,0,0,0,0,0,0,0,0,0
3837,3503,3859,8,3577,2,3486,2,0,0,0,0,0,0,0,0,0,0
3840,3504,3575,7,3486,1,2605,1,0,0,0,0,0,0,0,0,0,0
3841,3505,3859,6,3577,2,3486,1,0,0,0,0,0,0,0,0,0,0
3842,3506,3575,8,3486,1,2605,1,0,0,0,0,0,0,0,0,0,0
3843,3507,3575,10,3577,2,3486,1,0,0,0,0,0,0,0,0,0,0
3844,3508,3575,20,3486,4,1529,2,1206,2,4255,1,0,0,0,0,0,0
3845,3511,3859,12,3577,2,3486,4,0,0,0,0,0,0,0,0,0,0
3846,3513,3859,8,3864,1,1705,1,3486,2,0,0,0,0,0,0,0,0
3847,3515,3859,10,3577,4,3486,4,0,0,0,0,0,0,0,0,0,0
3848,3491,2841,6,2880,4,3470,2,818,1,2319,1,0,0,0,0,0,0
3849,3492,3575,6,3466,2,3486,1,1705,2,4234,3,0,0,0,0,0,0
3850,3493,3575,8,3466,2,3486,2,1529,2,4234,3,0,0,0,0,0,0
3851,3494,3575,8,3466,2,3486,1,2842,4,4234,2,0,0,0,0,0,0
3852,3495,3575,10,3577,4,1705,2,3466,2,4234,2,3486,2,0,0,0,0
3853,3496,3859,8,3466,2,3486,2,1705,3,4234,3,0,0,0,0,0,0
3854,3497,3859,12,1529,2,3829,2,0,0,0,0,0,0,0,0,0,0
3855,3498,3575,14,3466,2,3486,2,3577,4,4234,2,0,0,0,0,0,0
3856,3500,3859,10,3864,2,3824,2,0,0,0,0,0,0,0,0,0,0
3859,3569,3575,1,3857,1,0,0,0,0,0,0,0,0,0,0,0,0
3860,10097,3858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,11457,8838,1,3358,1,3371,1,0,0,0,0,0,0,0,0,0,0
4231,3816,783,1,4289,1,0,0,0,0,0,0,0,0,0,0,0,0
4233,3817,4232,1,4289,1,0,0,0,0,0,0,0,0,0,0,0,0
4236,3818,4235,1,4289,3,0,0,0,0,0,0,0,0,0,0,0,0
4237,3753,2318,6,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
4238,3755,2996,3,2320,3,0,0,0,0,0,0,0,0,0,0,0,0
4239,3756,2318,3,2320,2,0,0,0,0,0,0,0,0,0,0,0,0
4240,3757,2997,3,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
4241,3758,2997,4,2605,1,2321,1,0,0,0,0,0,0,0,0,0,0
4242,3759,4231,1,2318,6,2320,2,0,0,0,0,0,0,0,0,0,0
4243,3761,4231,3,2318,6,2320,4,0,0,0,0,0,0,0,0,0,0
4244,3762,4243,1,4231,2,2320,2,0,0,0,0,0,0,0,0,0,0
4245,3813,4305,3,4234,2,2321,3,0,0,0,0,0,0,0,0,0,0
4246,3763,2318,6,2320,2,0,0,0,0,0,0,0,0,0,0,0,0
4247,3764,2319,14,2321,4,0,0,0,0,0,0,0,0,0,0,0,0
4248,3765,2319,8,5373,2,2321,1,4340,1,0,0,0,0,0,0,0,0
4249,3766,4246,1,4233,1,2321,2,4340,1,0,0,0,0,0,0,0,0
4250,3767,2319,8,3383,1,2321,2,0,0,0,0,0,0,0,0,0,0
4251,3768,4233,1,2319,4,2321,1,0,0,0,0,0,0,0,0,0,0
4252,3769,2319,12,3390,1,4340,1,2321,2,0,0,0,0,0,0,0,0
4253,3770,2319,4,4233,2,3389,2,3182,2,2321,2,0,0,0,0,0,0
4254,3771,4234,6,5637,2,2321,1,0,0,0,0,0,0,0,0,0,0
4255,3772,4234,9,2605,2,2321,4,0,0,0,0,0,0,0,0,0,0
4256,3773,4236,2,4234,12,3824,1,2321,2,0,0,0,0,0,0,0,0
4257,3774,4236,1,4234,5,2321,1,2605,1,7071,1,0,0,0,0,0,0
4258,3775,4236,2,4234,4,2321,1,7071,1,0,0,0,0,0,0,0,0
4259,3776,4236,2,4234,6,2605,1,2321,1,0,0,0,0,0,0,0,0
4260,3777,4234,6,4236,2,4291,1,0,0,0,0,0,0,0,0,0,0
4262,3778,4236,4,5500,1,1529,1,3864,1,2321,1,0,0,0,0,0,0
4264,3779,4234,6,4236,2,5633,1,4291,1,7071,1,0,0,0,0,0,0
4265,3780,4234,5,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
4305,3839,4306,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,3840,2996,2,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
4308,3841,2996,3,2320,2,2605,1,0,0,0,0,0,0,0,0,0,0
4309,3842,2996,4,2321,2,0,0,0,0,0,0,0,0,0,0,0,0
4310,3843,2997,3,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
4311,3844,2997,3,2321,2,5498,2,0,0,0,0,0,0,0,0,0,0
4312,3845,2996,5,2318,2,2321,1,0,0,0,0,0,0,0,0,0,0
4313,3847,2997,4,2318,2,2321,1,2604,2,0,0,0,0,0,0,0,0
4314,3848,2997,3,2321,2,0,0,0,0,0,0,0,0,0,0,0,0
4315,3849,2997,6,2319,2,2321,2,0,0,0,0,0,0,0,0,0,0
4316,3850,2997,5,2321,4,0,0,0,0,0,0,0,0,0,0,0,0
4317,3851,2997,6,5500,1,2321,3,0,0,0,0,0,0,0,0,0,0
4318,3852,2997,4,2321,3,3383,1,0,0,0,0,0,0,0,0,0,0
4319,3854,4305,3,4234,2,6260,2,2321,2,0,0,0,0,0,0,0,0
4320,3855,4305,2,2319,4,3182,4,5500,2,0,0,0,0,0,0,0,0
4321,3856,4305,3,3182,1,2321,2,0,0,0,0,0,0,0,0,0,0
4322,3857,4305,3,2321,2,4337,2,0,0,0,0,0,0,0,0,0,0
4323,3858,4305,4,4291,1,3824,1,0,0,0,0,0,0,0,0,0,0
4324,3859,4305,5,6260,4,0,0,0,0,0,0,0,0,0,0,0,0
4325,3860,4305,4,4291,1,4337,2,0,0,0,0,0,0,0,0,0,0
4326,3861,4305,4,3827,1,4291,1,0,0,0,0,0,0,0,0,0,0
4327,3862,4339,3,4291,2,3829,1,4337,2,0,0,0,0,0,0,0,0
4328,3863,4305,4,4337,2,7071,1,0,0,0,0,0,0,0,0,0,0
4329,3864,4339,4,4234,4,3864,1,7071,1,4291,1,0,0,0,0,0,0
4330,3866,2997,3,2604,2,2321,1,0,0,0,0,0,0,0,0,0,0
4331,3868,2997,4,5500,1,2321,4,2324,2,0,0,0,0,0,0,0,0
4332,3869,4305,1,4341,1,2321,1,0,0,0,0,0,0,0,0,0,0
4333,3870,4305,2,4340,2,2321,1,0,0,0,0,0,0,0,0,0,0
4334,3871,4305,3,2324,2,2321,1,0,0,0,0,0,0,0,0,0,0
4335,3872,4305,4,4342,1,4291,1,0,0,0,0,0,0,0,0,0,0
4336,3873,4305,5,2325,1,4291,1,0,0,0,0,0,0,0,0,0,0
4339,3865,4338,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,3914,2996,2,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
4344,3915,2996,1,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
4357,3918,2835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,3919,4357,1,2589,1,0,0,0,0,0,0,0,0,0,0,0,0
4359,3922,2840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,3923,4357,2,4359,1,0,0,0,0,0,0,0,0,0,0,0,0
4362,3925,2840,4,4359,3,4399,1,0,0,0,0,0,0,0,0,0,0
4364,3929,2836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4365,3931,4364,1,2589,1,0,0,0,0,0,0,0,0,0,0,0,0
4366,3932,2841,2,2592,2,0,0,0,0,0,0,0,0,0,0,0,0
4367,3933,4364,2,2318,1,159,1,0,0,0,0,0,0,0,0,0,0
4368,3934,2841,8,818,2,0,0,0,0,0,0,0,0,0,0,0,0
4369,3936,4371,4,4406,1,4399,1,0,0,0,0,0,0,0,0,0,0
4370,3937,2840,3,4364,4,4404,1,0,0,0,0,0,0,0,0,0,0
4372,3939,4371,2,4359,2,4400,1,1206,3,0,0,0,0,0,0,0,0
4373,3940,2319,4,1210,2,0,0,0,0,0,0,0,0,0,0,0,0
4374,3941,4364,4,2841,2,4404,1,2592,1,0,0,0,0,0,0,0,0
4375,3942,2841,2,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
4376,3944,4375,1,4402,1,0,0,0,0,0,0,0,0,0,0,0,0
4377,3945,2838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,3946,4377,2,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
4379,3949,4371,2,4375,2,4400,1,2842,3,0,0,0,0,0,0,0,0
4380,3950,4377,2,2841,3,4404,1,0,0,0,0,0,0,0,0,0,0
4381,3952,4371,1,4375,2,2319,2,1206,1,0,0,0,0,0,0,0,0
4382,3953,2841,2,2319,1,2592,1,0,0,0,0,0,0,0,0,0,0
4383,3954,4371,3,4375,3,4400,1,1705,2,0,0,0,0,0,0,0,0
4384,3955,4382,1,4375,1,4377,2,2592,2,0,0,0,0,0,0,0,0
4385,3956,2319,4,1206,2,4368,1,0,0,0,0,0,0,0,0,0,0
4386,3957,4375,1,3829,1,0,0,0,0,0,0,0,0,0,0,0,0
4387,3958,3575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388,3959,4375,3,4306,2,1529,1,4371,1,0,0,0,0,0,0,0,0
4389,3961,3575,1,10558,1,0,0,0,0,0,0,0,0,0,0,0,0
4390,3962,3575,1,4377,1,4306,1,0,0,0,0,0,0,0,0,0,0
4391,3963,4387,2,4382,1,4389,2,4234,4,0,0,0,0,0,0,0,0
4392,3965,4387,1,4382,1,4389,1,4234,4,0,0,0,0,0,0,0,0
4393,3966,4234,6,3864,2,0,0,0,0,0,0,0,0,0,0,0,0
4394,3967,3575,3,4377,3,4404,1,0,0,0,0,0,0,0,0,0,0
4395,3968,4377,3,3575,2,4389,1,0,0,0,0,0,0,0,0,0,0
4396,3969,4382,1,4387,2,4389,2,3864,1,0,0,0,0,0,0,0,0
4397,3971,4389,4,1529,2,1705,2,3864,2,7191,1,0,0,0,0,0,0
4398,3972,10505,2,4234,2,159,1,0,0,0,0,0,0,0,0,0,0
4401,3928,4359,1,2840,1,774,2,0,0,0,0,0,0,0,0,0,0
4403,3960,4371,4,4387,1,4377,4,2319,4,0,0,0,0,0,0,0,0
4404,3973,2842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4405,3977,2840,2,774,2,4359,1,0,0,0,0,0,0,0,0,0,0
4406,3978,4371,1,1206,1,0,0,0,0,0,0,0,0,0,0,0,0
4407,3979,4371,1,1529,1,3864,1,0,0,0,0,0,0,0,0,0,0
4419,50599,39354,2,43118,1,0,0,0,0,0,0,0,0,0,0,0,0
4422,50614,39354,2,43118,1,0,0,0,0,0,0,0,0,0,0,0,0
4424,50606,39354,2,43118,1,0,0,0,0,0,0,0,0,0,0,0,0
4425,58476,39354,2,43118,1,0,0,0,0,0,0,0,0,0,0,0,0
4426,58486,39354,2,43118,1,0,0,0,0,0,0,0,0,0,0,0,0
4455,4096,4461,6,4234,4,2321,2,0,0,0,0,0,0,0,0,0,0
4456,4097,4461,4,4234,4,2321,2,0,0,0,0,0,0,0,0,0,0
4457,4094,3404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4593,7755,6308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4596,4508,3164,1,2447,1,3371,1,0,0,0,0,0,0,0,0,0,0
4623,4942,3858,1,3821,1,3371,1,0,0,0,0,0,0,0,0,0,0
4852,8243,4611,1,4377,1,4306,1,0,0,0,0,0,0,0,0,0,0
5081,5244,5082,3,2318,4,2320,1,0,0,0,0,0,0,0,0,0,0
5095,7827,6361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5472,6412,5465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5473,6413,5466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474,6414,5467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5476,6415,5468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,6416,5469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,6417,5051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,6418,5470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,6419,5471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5507,6458,4371,2,4375,2,1206,1,0,0,0,0,0,0,0,0,0,0
5525,6499,5503,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0
5526,6501,5503,1,1179,1,0,0,0,0,0,0,0,0,0,0,0,0
5527,6500,5504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5540,6517,2841,6,3466,1,5498,2,3478,2,0,0,0,0,0,0,0,0
5541,6518,2841,10,3466,1,5500,1,3478,2,2319,2,0,0,0,0,0,0
5542,6521,2997,3,2321,2,5498,1,0,0,0,0,0,0,0,0,0,0
5631,6617,5635,2,3371,1,0,0,0,0,0,0,0,0,0,0,0,0
5633,6618,5637,1,3356,1,3371,1,0,0,0,0,0,0,0,0,0,0
5634,6624,6370,2,3820,1,3371,1,0,0,0,0,0,0,0,0,0,0
5739,6661,4234,14,2321,2,7071,1,0,0,0,0,0,0,0,0,0,0
5762,6686,2996,4,2321,1,2604,1,0,0,0,0,0,0,0,0,0,0
5763,6688,2997,4,2604,1,2321,1,0,0,0,0,0,0,0,0,0,0
5764,6693,4305,4,4234,3,2321,3,2605,1,0,0,0,0,0,0,0,0
5765,6695,4305,5,2325,1,2321,4,0,0,0,0,0,0,0,0,0,0
5766,6690,4305,2,2321,2,3182,2,0,0,0,0,0,0,0,0,0,0
5770,6692,4305,4,2321,2,3182,2,0,0,0,0,0,0,0,0,0,0
5780,6702,5784,8,2318,6,2321,1,0,0,0,0,0,0,0,0,0,0
5781,6703,5784,12,4231,1,2318,8,2321,1,0,0,0,0,0,0,0,0
5782,6704,5785,12,4236,1,4234,10,2321,3,0,0,0,0,0,0,0,0
5783,6705,5785,16,4236,1,4234,14,4291,1,0,0,0,0,0,0,0,0
5957,7126,2318,3,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
5958,7133,2319,8,2997,1,2321,1,0,0,0,0,0,0,0,0,0,0
5961,7135,2319,12,4340,1,2321,1,0,0,0,0,0,0,0,0,0,0
5962,7147,4234,12,4305,2,2321,2,0,0,0,0,0,0,0,0,0,0
5963,7149,4234,10,2321,2,1206,1,0,0,0,0,0,0,0,0,0,0
5964,7151,4234,8,4236,1,2321,2,0,0,0,0,0,0,0,0,0,0
5965,7153,4234,14,4305,2,4291,2,0,0,0,0,0,0,0,0,0,0
5966,7156,4234,4,4236,1,4291,1,0,0,0,0,0,0,0,0,0,0
5996,7179,3820,1,6370,2,3371,1,0,0,0,0,0,0,0,0,0,0
5997,7183,765,2,3371,1,0,0,0,0,0,0,0,0,0,0,0,0
6037,10098,7911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6038,7213,4655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6040,7223,3859,5,3486,2,0,0,0,0,0,0,0,0,0,0,0,0
6041,7224,3859,8,3486,2,4234,4,0,0,0,0,0,0,0,0,0,0
6042,7221,3575,6,3478,4,0,0,0,0,0,0,0,0,0,0,0,0
6043,7222,3575,4,3478,2,1705,1,0,0,0,0,0,0,0,0,0,0
6048,7256,3369,1,3356,1,3371,1,0,0,0,0,0,0,0,0,0,0
6049,7257,4402,1,6371,1,3371,1,0,0,0,0,0,0,0,0,0,0
6050,7258,3819,1,3821,1,3371,1,0,0,0,0,0,0,0,0,0,0
6051,7255,2453,1,2452,1,3371,1,0,0,0,0,0,0,0,0,0,0
