SpellID,SpellName,Icon,Profession,ProfLevel,Red,Yellow,Green,Grey,CreatesItem,Mat1,Mat1Qty,Mat2,Mat2Qty,Mat3,Mat3Qty,Mat4,Mat4Qty,Mat5,Mat5Qty,Mat6,Mat6Qty,Mat7,Mat7Qty,Mat8,Mat8Qty
2329,Elixir of Lion's Strength,inv_potion_56,Alchemy,1,1,55,75,95,2454,2449,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
2330,Minor Healing Potion,inv_potion_49,Alchemy,1,1,55,75,95,118,2447,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
2331,Minor Mana Potion,inv_potion_70,Alchemy,25,25,65,85,105,2455,785,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
2332,Minor Rejuvenation Potion,inv_potion_02,Alchemy,40,40,70,90,110,2456,785,2,2447,1,3371,1,0,0,0,0,0,0,0,0,0,0
2333,Elixir of Lesser Agility,inv_potion_92,Alchemy,140,140,165,185,205,3390,3355,1,2452,1,3371,1,0,0,0,0,0,0,0,0,0,0
2334,Elixir of Minor Fortitude,inv_potion_42,Alchemy,50,50,80,100,120,2458,2449,2,2447,1,3371,1,0,0,0,0,0,0,0,0,0,0
2335,Swiftness Potion,inv_potion_95,Alchemy,60,60,90,110,130,2459,2452,1,2450,1,3371,1,0,0,0,0,0,0,0,0,0,0
2337,Lesser Healing Potion,inv_potion_50,Alchemy,55,55,85,105,125,858,118,1,2450,1,0,0,0,0,0,0,0,0,0,0,0,0
2385,Brown Linen Vest,inv_shirt_05,Tailoring,10,10,45,57,70,2568,2996,1,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
2386,Linen Boots,inv_boots_09,Tailoring,65,65,90,107,125,2569,2996,3,2320,1,2318,1,0,0,0,0,0,0,0,0,0,0
2387,Linen Cloak,inv_misc_cape_14,Tailoring,1,1,35,47,60,2570,2996,1,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
2389,Red Linen Robe,inv_chest_cloth_18,Tailoring,40,40,65,82,100,2572,2996,3,2320,2,2604,2,0,0,0,0,0,0,0,0,0,0
2392,Red Linen Shirt,inv_shirt_red_01,Tailoring,40,40,65,82,100,2575,2996,2,2320,1,2604,1,0,0,0,0,0,0,0,0,0,0
2393,White Linen Shirt,inv_shirt_white_01,Tailoring,1,1,35,47,60,2576,2996,1,2320,1,2324,1,0,0,0,0,0,0,0,0,0,0
2394,Blue Linen Shirt,inv_shirt_blue_01,Tailoring,40,40,65,82,100,2577,2996,2,2320,1,6260,1,0,0,0,0,0,0,0,0,0,0
2395,Barbaric Linen Vest,inv_chest_fur,Tailoring,70,70,95,112,130,2578,2996,4,2318,1,2321,1,0,0,0,0,0,0,0,0,0,0
2396,Green Linen Shirt,inv_shirt_green_01,Tailoring,70,70,95,112,130,2579,2996,3,2321,1,2605,1,0,0,0,0,0,0,0,0,0,0
2397,Reinforced Linen Cape,inv_misc_cape_07,Tailoring,60,60,85,102,120,2580,2996,2,2320,3,0,0,0,0,0,0,0,0,0,0,0,0
2399,Green Woolen Vest,inv_chest_cloth_39,Tailoring,85,85,110,127,145,2582,2997,2,2321,2,2605,1,0,0,0,0,0,0,0,0,0,0
2401,Woolen Boots,inv_boots_09,Tailoring,95,95,120,137,155,2583,2997,4,2321,2,2318,2,0,0,0,0,0,0,0,0,0,0
2402,Woolen Cape,inv_misc_cape_10,Tailoring,75,75,100,117,135,2584,2997,1,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
2403,Gray Woolen Robe,inv_chest_cloth_13,Tailoring,105,105,130,147,165,2585,2997,4,2321,3,4340,1,0,0,0,0,0,0,0,0,0,0
2406,Gray Woolen Shirt,inv_shirt_grey_01,Tailoring,100,100,110,120,130,2587,2997,2,2321,1,4340,1,0,0,0,0,0,0,0,0,0,0
2538,Charred Wolf Meat,inv_misc_food_18,Cooking,1,1,45,65,85,2679,2672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,Spiced Wolf Meat,inv_misc_food_65,Cooking,10,10,50,70,90,2680,2672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,Roasted Boar Meat,inv_misc_food_18,Cooking,1,1,45,65,85,2681,769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,Coyote Steak,inv_misc_food_65,Cooking,50,50,90,110,130,2684,2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,Goretusk Liver Pie,inv_misc_food_10,Cooking,50,50,90,110,130,724,723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,Westfall Stew,inv_misc_bowl_01,Cooking,50,50,115,135,155,733,769,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0
2544,Crab Cake,inv_misc_food_08,Cooking,75,75,115,135,155,2683,2674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,Cooked Crab Claw,inv_misc_birdbeck_02,Cooking,85,85,125,145,165,2682,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,Dry Pork Ribs,inv_misc_food_48,Cooking,80,80,120,140,160,2687,2677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,Redridge Goulash,inv_misc_bowl_01,Cooking,100,100,135,155,175,1082,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,Succulent Pork Ribs,inv_misc_food_16,Cooking,110,110,130,150,170,2685,2677,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,Seasoned Wolf Kabob,inv_misc_food_16,Cooking,100,100,140,160,180,1017,1015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,Smelt Copper,inv_ingot_02,Mining,1,1,20,40,60,2840,2770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,Smelt Silver,inv_ingot_01,Mining,65,65,100,105,110,2842,2775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,Smelt Bronze,inv_ingot_bronze,Mining,50,50,50,75,100,2841,2840,1,3576,1,0,0,0,0,0,0,0,0,0,0,0,0
2660,Rough Sharpening Stone,inv_stone_sharpeningstone_01,Blacksmithing,1,1,15,35,55,2862,2835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,Copper Chain Belt,inv_belt_02,Blacksmithing,35,35,75,95,115,2851,2840,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,Copper Chain Pants,inv_pants_03,Blacksmithing,1,1,50,70,90,2852,2840,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,Copper Bracers,inv_bracer_03,Blacksmithing,1,1,20,40,60,2853,2840,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,Runed Copper Bracers,inv_bracer_03,Blacksmithing,90,90,115,127,140,2854,2840,10,3470,3,0,0,0,0,0,0,0,0,0,0,0,0
2665,Coarse Sharpening Stone,inv_stone_sharpeningstone_02,Blacksmithing,65,65,65,72,80,2863,2836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,Runed Copper Belt,inv_belt_03,Blacksmithing,70,70,110,130,150,2857,2840,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,Runed Copper Breastplate,inv_chest_plate03,Blacksmithing,80,80,120,140,160,2864,2840,12,1210,1,3470,2,0,0,0,0,0,0,0,0,0,0
2668,Rough Bronze Leggings,inv_pants_03,Blacksmithing,105,105,145,160,175,2865,2841,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,Rough Bronze Cuirass,inv_chest_chain_08,Blacksmithing,105,105,145,160,175,2866,2841,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Patterned Bronze Bracers,inv_bracer_07,Blacksmithing,120,120,150,165,180,2868,2841,5,3478,2,0,0,0,0,0,0,0,0,0,0,0,0
2673,Silvered Bronze Breastplate,inv_chest_chain_09,Blacksmithing,130,130,160,175,190,2869,2841,10,2842,2,3478,2,0,0,0,0,0,0,0,0,0,0
2674,Heavy Sharpening Stone,inv_stone_sharpeningstone_03,Blacksmithing,125,125,125,132,140,2871,2838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,Shining Silver Breastplate,inv_chest_plate15,Blacksmithing,145,145,175,190,205,2870,2841,20,1206,2,1705,2,5500,2,2842,4,0,0,0,0,0,0
2737,Copper Mace,inv_mace_01,Blacksmithing,15,15,55,75,95,2844,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2738,Copper Axe,inv_axe_23,Blacksmithing,20,20,60,80,100,2845,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2739,Copper Shortsword,inv_sword_26,Blacksmithing,25,25,65,85,105,2847,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2740,Bronze Mace,inv_mace_08,Blacksmithing,110,110,140,155,170,2848,2841,6,2880,4,2319,1,0,0,0,0,0,0,0,0,0,0
2741,Bronze Axe,inv_axe_17,Blacksmithing,115,115,145,160,175,2849,2841,7,2880,4,2319,1,0,0,0,0,0,0,0,0,0,0
2742,Bronze Shortsword,inv_sword_04,Blacksmithing,120,120,150,165,180,2850,2841,5,2880,4,2319,2,0,0,0,0,0,0,0,0,0,0
2795,Beer Basted Boar Ribs,inv_misc_food_48,Cooking,10,10,60,80,100,2888,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,Light Leather,inv_misc_leatherscrap_03,Leatherworking,1,1,20,30,40,2318,2934,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,Bolt of Linen Cloth,inv_fabric_linen_02,Tailoring,1,1,25,37,50,2996,2589,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,Bolt of Woolen Cloth,inv_fabric_wool_03,Tailoring,75,75,90,97,105,2997,2592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,Rough Weightstone,inv_stone_weightstone_01,Blacksmithing,1,1,15,35,55,3239,2835,1,2589,1,0,0,0,0,0,0,0,0,0,0,0,0
3116,Coarse Weightstone,inv_stone_weightstone_02,Blacksmithing,65,65,65,72,80,3240,2836,1,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
3117,Heavy Weightstone,inv_stone_weightstone_03,Blacksmithing,125,125,125,132,140,3241,2838,1,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
3170,Weak Troll's Blood Elixir,inv_potion_77,Alchemy,15,15,60,80,100,3382,2447,1,2449,2,3371,1,0,0,0,0,0,0,0,0,0,0
3171,Elixir of Wisdom,inv_potion_06,Alchemy,90,90,120,140,160,3383,785,1,2450,2,3371,1,0,0,0,0,0,0,0,0,0,0
3173,Lesser Mana Potion,inv_potion_71,Alchemy,120,120,145,165,185,3385,785,1,3820,1,3371,1,0,0,0,0,0,0,0,0,0,0
3174,Potion of Curing,inv_potion_12,Alchemy,120,120,145,165,185,3386,1288,1,2453,1,3371,1,0,0,0,0,0,0,0,0,0,0
3175,Limited Invulnerability Potion,inv_potion_62,Alchemy,250,250,275,295,315,3387,8839,2,8845,1,3371,1,0,0,0,0,0,0,0,0,0,0
3176,Strong Troll's Blood Elixir,inv_potion_78,Alchemy,125,125,150,170,190,3388,2453,2,2450,2,3371,1,0,0,0,0,0,0,0,0,0,0
3177,Elixir of Defense,inv_potion_64,Alchemy,130,130,155,175,195,3389,3355,1,3820,1,3371,1,0,0,0,0,0,0,0,0,0,0
3188,Elixir of Ogre's Strength,inv_potion_57,Alchemy,150,150,175,195,215,3391,2449,1,3356,1,3371,1,0,0,0,0,0,0,0,0,0,0
3230,Elixir of Minor Agility,inv_potion_91,Alchemy,50,50,80,100,120,2457,2452,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
3275,Linen Bandage,inv_misc_bandage_15,First Aid,1,1,40,50,60,1251,2589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,Heavy Linen Bandage,inv_misc_bandage_18,First Aid,40,40,80,90,100,2581,2589,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,Wool Bandage,inv_misc_bandage_14,First Aid,80,80,115,132,150,3530,2592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,Heavy Wool Bandage,inv_misc_bandage_17,First Aid,115,115,150,167,185,3531,2592,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,Bind,inv_misc_rune_01,,,,,,,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,Heavy Copper Broadsword,inv_sword_14,Blacksmithing,95,95,135,155,175,3487,2840,14,2880,2,818,2,2319,2,0,0,0,0,0,0,0,0
3293,Copper Battle Axe,inv_throwingaxe_02,Blacksmithing,35,35,75,95,115,3488,2840,12,2880,2,774,2,3470,2,2318,2,0,0,0,0,0,0
3294,Thick War Axe,inv_throwingaxe_01,Blacksmithing,70,70,110,130,150,3489,2840,10,2880,2,2842,2,3470,2,2318,2,0,0,0,0,0,0
3295,Deadly Bronze Poniard,inv_weapon_shortblade_05,Blacksmithing,125,125,155,170,185,3490,2841,4,3466,1,2459,1,1210,2,3478,2,2319,2,0,0,0,0
3296,Heavy Bronze Mace,inv_mace_08,Blacksmithing,130,130,160,175,190,3491,2841,8,3466,1,1206,1,1210,1,3478,2,2319,2,0,0,0,0
3297,Mighty Iron Hammer,inv_hammer_04,Blacksmithing,145,145,175,190,205,3492,3575,6,3466,2,3391,1,1705,2,3478,2,2319,2,0,0,0,0
3304,Smelt Tin,inv_ingot_05,Mining,50,,50,57,75,3576,2771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Smelt Iron,inv_ingot_iron,Mining,100,100,100,125,150,3575,2772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,Smelt Gold,inv_ingot_03,Mining,115,115,150,155,160,3577,2776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,Copper Chain Boots,inv_boots_01,Blacksmithing,20,20,60,80,100,3469,2840,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,Rough Grinding Stone,inv_stone_grindingstone_01,Blacksmithing,25,25,45,65,85,3470,2835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,Copper Chain Vest,inv_chest_chain,Blacksmithing,35,35,75,95,115,3471,2840,8,3470,2,0,0,0,0,0,0,0,0,0,0,0,0
3323,Runed Copper Gauntlets,inv_gauntlets_04,Blacksmithing,40,40,80,100,120,3472,2840,8,3470,2,0,0,0,0,0,0,0,0,0,0,0,0
3324,Runed Copper Pants,inv_pants_03,Blacksmithing,45,45,85,105,125,3473,2840,8,2321,2,3470,3,0,0,0,0,0,0,0,0,0,0
3325,Gemmed Copper Gauntlets,inv_gauntlets_05,Blacksmithing,60,60,100,120,140,3474,2840,8,818,1,774,1,0,0,0,0,0,0,0,0,0,0
3326,Coarse Grinding Stone,inv_stone_grindingstone_02,Blacksmithing,75,75,75,87,100,3478,2836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,Rough Bronze Shoulders,inv_shoulder_05,Blacksmithing,110,110,140,155,170,3480,2841,5,3478,1,0,0,0,0,0,0,0,0,0,0,0,0
3330,Silvered Bronze Shoulders,inv_shoulder_09,Blacksmithing,125,125,155,170,185,3481,2841,8,2842,2,3478,2,0,0,0,0,0,0,0,0,0,0
3331,Silvered Bronze Boots,inv_boots_01,Blacksmithing,130,130,160,175,190,3482,2841,6,2842,1,3478,2,0,0,0,0,0,0,0,0,0,0
3333,Silvered Bronze Gauntlets,inv_gauntlets_05,Blacksmithing,135,135,165,180,195,3483,2841,8,2842,1,3478,2,0,0,0,0,0,0,0,0,0,0
3334,Green Iron Boots,inv_boots_01,Blacksmithing,145,145,175,190,205,3484,3575,6,3478,2,2605,1,0,0,0,0,0,0,0,0,0,0
3336,Green Iron Gauntlets,inv_gauntlets_05,Blacksmithing,150,150,180,195,210,3485,3575,4,5498,2,3478,2,2605,1,0,0,0,0,0,0,0,0
3337,Heavy Grinding Stone,inv_stone_grindingstone_03,Blacksmithing,125,125,125,137,150,3486,2838,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,Crocolisk Steak,inv_misc_food_47,Cooking,80,80,120,140,160,3662,2924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,Blood Sausage,inv_misc_food_49,Cooking,60,60,100,120,140,3220,3173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,Murloc Fin Soup,inv_misc_bowl_01,Cooking,90,90,130,150,170,3663,1468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Crocolisk Gumbo,inv_misc_bowl_01,Cooking,120,120,160,180,200,3664,3667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,Curiously Tasty Omelet,inv_egg_04,Cooking,130,130,170,190,210,3665,3685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,Gooey Spider Cake,inv_misc_food_10,Cooking,110,110,150,170,190,3666,2251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,Big Bear Steak,inv_misc_food_47,Cooking,1,1,150,170,190,3726,3730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,Hot Lion Chops,inv_misc_food_18,Cooking,125,125,175,195,215,3727,3731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,Tasty Lion Steak,inv_misc_food_14,Cooking,150,150,190,210,230,3728,3731,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,Soothing Turtle Bisque,inv_misc_bowl_01,Cooking,175,175,215,235,255,3729,3712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,Healing Potion,inv_potion_51,Alchemy,110,110,135,155,175,929,2453,1,2450,1,3371,1,0,0,0,0,0,0,0,0,0,0
3448,Lesser Invisibility Potion,inv_potion_18,Alchemy,165,165,185,205,225,3823,3818,1,3355,1,3371,1,0,0,0,0,0,0,0,0,0,0
3449,Shadow Oil,inv_potion_23,Alchemy,165,165,190,210,230,3824,3369,2,3371,1,0,0,0,0,0,0,0,0,0,0,0,0
3450,Elixir of Fortitude,inv_potion_43,Alchemy,175,175,195,215,235,3825,3355,1,3821,1,3371,1,0,0,0,0,0,0,0,0,0,0
3451,Major Troll's Blood Elixir,inv_potion_79,Alchemy,180,180,200,220,240,3826,3357,1,2453,1,3371,1,0,0,0,0,0,0,0,0,0,0
3452,Mana Potion,inv_potion_72,Alchemy,160,160,180,200,220,3827,3820,1,3356,1,3371,1,0,0,0,0,0,0,0,0,0,0
3453,Elixir of Detect Lesser Invisibility,inv_potion_01,Alchemy,195,195,215,235,255,3828,3358,1,3818,1,3371,1,0,0,0,0,0,0,0,0,0,0
3454,Frost Oil,inv_potion_20,Alchemy,200,200,220,240,260,3829,3358,4,3819,2,3371,1,0,0,0,0,0,0,0,0,0,0
3491,Big Bronze Knife,inv_weapon_shortblade_04,Blacksmithing,105,105,135,150,165,3848,2841,6,2880,4,3470,2,818,1,2319,1,0,0,0,0,0,0
3492,Hardened Iron Shortsword,inv_sword_20,Blacksmithing,160,160,185,197,210,3849,3575,6,3466,2,3486,1,1705,2,4234,3,0,0,0,0,0,0
3493,Jade Serpentblade,inv_sword_36,Blacksmithing,175,175,200,212,225,3850,3575,8,3466,2,3486,2,1529,2,4234,3,0,0,0,0,0,0
3494,Solid Iron Maul,inv_hammer_07,Blacksmithing,155,155,180,192,205,3851,3575,8,3466,2,3486,1,2842,4,4234,2,0,0,0,0,0,0
3495,Golden Iron Destroyer,inv_hammer_04,Blacksmithing,170,170,195,207,220,3852,3575,10,3577,4,1705,2,3466,2,4234,2,3486,2,0,0,0,0
3496,Moonsteel Broadsword,inv_sword_25,Blacksmithing,180,180,205,217,230,3853,3859,8,3466,2,3486,2,1705,3,4234,3,0,0,0,0,0,0
3497,Frost Tiger Blade,inv_sword_05,Blacksmithing,200,200,225,237,250,3854,3859,12,1529,2,3829,2,0,0,0,0,0,0,0,0,0,0
3498,Massive Iron Axe,inv_throwingaxe_05,Blacksmithing,185,185,210,222,235,3855,3575,14,3466,2,3486,2,3577,4,4234,2,0,0,0,0,0,0
3500,Shadow Crescent Axe,inv_axe_17,Blacksmithing,200,200,225,237,250,3856,3859,10,3864,2,3824,2,0,0,0,0,0,0,0,0,0,0
3501,Green Iron Bracers,inv_bracer_06,Blacksmithing,165,165,190,202,215,3835,3575,6,2605,1,0,0,0,0,0,0,0,0,0,0,0,0
3502,Green Iron Helm,inv_helmet_03,Blacksmithing,170,170,195,207,220,3836,3575,12,3864,1,2605,1,0,0,0,0,0,0,0,0,0,0
3503,Golden Scale Coif,inv_helmet_36,Blacksmithing,190,190,215,227,240,3837,3859,8,3577,2,3486,2,0,0,0,0,0,0,0,0,0,0
3504,Green Iron Shoulders,inv_shoulder_09,Blacksmithing,160,160,185,197,210,3840,3575,7,3486,1,2605,1,0,0,0,0,0,0,0,0,0,0
3505,Golden Scale Shoulders,inv_shoulder_09,Blacksmithing,175,175,200,212,225,3841,3859,6,3577,2,3486,1,0,0,0,0,0,0,0,0,0,0
3506,Green Iron Leggings,inv_pants_05,Blacksmithing,155,155,180,192,205,3842,3575,8,3486,1,2605,1,0,0,0,0,0,0,0,0,0,0
3507,Golden Scale Leggings,inv_pants_04,Blacksmithing,170,170,195,207,220,3843,3575,10,3577,2,3486,1,0,0,0,0,0,0,0,0,0,0
3508,Green Iron Hauberk,inv_chest_chain,Blacksmithing,180,180,205,217,230,3844,3575,20,3486,4,1529,2,1206,2,4255,1,0,0,0,0,0,0
3511,Golden Scale Cuirass,inv_chest_chain_06,Blacksmithing,195,195,220,232,245,3845,3859,12,3577,2,3486,4,0,0,0,0,0,0,0,0,0,0
3513,Polished Steel Boots,inv_boots_01,Blacksmithing,185,185,210,222,235,3846,3859,8,3864,1,1705,1,3486,2,0,0,0,0,0,0,0,0
3515,Golden Scale Boots,inv_boots_01,Blacksmithing,200,200,225,237,250,3847,3859,10,3577,4,3486,4,0,0,0,0,0,0,0,0,0,0
3569,Smelt Steel,inv_ingot_steel,Mining,125,125,125,130,135,3859,3575,1,3857,1,0,0,0,0,0,0,0,0,0,0,0,0
3753,Handstitched Leather Belt,inv_belt_04,Leatherworking,25,25,55,70,85,4237,2318,6,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
3755,Linen Bag,inv_misc_bag_01,Tailoring,45,45,70,87,105,4238,2996,3,2320,3,0,0,0,0,0,0,0,0,0,0,0,0
3756,Embossed Leather Gloves,inv_gauntlets_05,Leatherworking,55,55,85,100,115,4239,2318,3,2320,2,0,0,0,0,0,0,0,0,0,0,0,0
3757,Woolen Bag,inv_misc_bag_10,Tailoring,80,80,105,122,140,4240,2997,3,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
3758,Green Woolen Bag,inv_misc_bag_10_green,Tailoring,95,95,120,137,155,4241,2997,4,2605,1,2321,1,0,0,0,0,0,0,0,0,0,0
3759,Embossed Leather Pants,inv_pants_02,Leatherworking,75,75,105,120,135,4242,4231,1,2318,6,2320,2,0,0,0,0,0,0,0,0,0,0
3760,Hillman's Cloak,inv_misc_cape_07,Leatherworking,150,150,170,180,190,3719,4234,5,2321,2,0,0,0,0,0,0,0,0,0,0,0,0
3761,Fine Leather Tunic,inv_chest_leather_09,Leatherworking,85,85,115,130,145,4243,4231,3,2318,6,2320,4,0,0,0,0,0,0,0,0,0,0
3762,Hillman's Leather Vest,inv_chest_leather_10,Leatherworking,100,100,125,137,150,4244,4243,1,4231,2,2320,2,0,0,0,0,0,0,0,0,0,0
3763,Fine Leather Belt,inv_belt_04,Leatherworking,80,80,110,125,140,4246,2318,6,2320,2,0,0,0,0,0,0,0,0,0,0,0,0
3764,Hillman's Leather Gloves,inv_gauntlets_05,Leatherworking,145,145,170,182,195,4247,2319,14,2321,4,0,0,0,0,0,0,0,0,0,0,0,0
3765,Dark Leather Gloves,inv_gauntlets_05,Leatherworking,120,120,155,167,180,4248,2319,8,5373,2,2321,1,4340,1,0,0,0,0,0,0,0,0
3766,Dark Leather Belt,inv_belt_03,Leatherworking,125,125,150,162,175,4249,4246,1,4233,1,2321,2,4340,1,0,0,0,0,0,0,0,0
3767,Hillman's Belt,inv_belt_06,Leatherworking,120,120,145,157,170,4250,2319,8,3383,1,2321,2,0,0,0,0,0,0,0,0,0,0
3768,Hillman's Shoulders,inv_shoulder_08,Leatherworking,130,130,155,167,180,4251,4233,1,2319,4,2321,1,0,0,0,0,0,0,0,0,0,0
3769,Dark Leather Shoulders,inv_shoulder_12,Leatherworking,140,140,165,177,190,4252,2319,12,3390,1,4340,1,2321,2,0,0,0,0,0,0,0,0
3770,Toughened Leather Gloves,inv_gauntlets_24,Leatherworking,135,135,160,172,185,4253,2319,4,4233,2,3389,2,3182,2,2321,2,0,0,0,0,0,0
3771,Barbaric Gloves,inv_gauntlets_05,Leatherworking,150,150,170,180,190,4254,4234,6,5637,2,2321,1,0,0,0,0,0,0,0,0,0,0
3772,Green Leather Armor,inv_chest_leather_08,Leatherworking,155,155,175,185,195,4255,4234,9,2605,2,2321,4,0,0,0,0,0,0,0,0,0,0
